,câu lệnh sinh ra,đơn vị,chu kỳ thời gian,đơn vị (viết tắt),URL,loại biểu đồ (chi tiết),loại biểu đồ
185,"hôm nay, hãy mở đát bọt của gia lai để xem thông tin mới nhất",gia lai,ngày,gli,/pages/screen/6349,đát bọt,dashboard
186,xin vui lòng mở gia lai để cập nhật thông tin trong ngày,gia lai,ngày,gli,/pages/screen/6349,,khác
187,"để biết thông tin chi tiết về gia lai, xin hãy mở biểu đồ rank vào ngày hôm nay",gia lai,ngày,gli,/pages/screen/6349,biểu đồ rank,biểu đồ
188,"ngày nay, để biết về gia lai, hãy mở biểu đồ cột và tìm hiểu thông tin chi tiết",gia lai,ngày,gli,/pages/screen/6349,biểu đồ cột,biểu đồ
189,"để xem tình hình gia lai hôm nay, hãy mở biểu đồ kết hợp đường và cột và theo dõi các chỉ số quan trọng",gia lai,ngày,gli,/pages/screen/6349,biểu đồ kết hợp đường và cột,biểu đồ
190,gia lai mở dashboard chỉ huy quản lý trong tháng này,gia lai,tháng,gli,/pages/screen/6553,dashboard chỉ huy,dashboard
191,mở đát bót chỉ huy gia lai để kiểm tra tình hình công việc tháng trước,gia lai,tháng,gli,/pages/screen/6553,đát bót chỉ huy,dashboard
192,dashboard chỉ huy gia lai cho biết kết quả làm việc trong tháng vừa qua,gia lai,tháng,gli,/pages/screen/6553,dashboard chỉ huy,dashboard
193,thành viên gia lai cần cập nhật thông tin trên hàng tháng,gia lai,tháng,gli,/pages/screen/6553,,khác
194,mở biểu đồ thị phần gia lai để xem tổng kết hoạt động trong tháng gần đây,gia lai,tháng,gli,/pages/screen/6553,biểu đồ thị phần,biểu đồ
195,hãy mở đát bót chỉ huy để xem chỉ huy hà giang trong tháng này,hà giang,tháng,hgg,/pages/screen/6595,đát bót chỉ huy,dashboard
196,mở dashboard chỉ huy ở hà giang để kiểm tra thông tin trong tháng,hà giang,tháng,hgg,/pages/screen/6595,dashboard chỉ huy,dashboard
197,truy cập vào của hà giang để xem báo cáo trong tháng này,hà giang,tháng,hgg,/pages/screen/6595,,khác
198,xin mở dashboard chỉ huy hà giang trong tháng để xem tình hình hiện tại,hà giang,tháng,hgg,/pages/screen/6595,dashboard chỉ huy,dashboard
199,"để biết thông tin đầy đủ về hà giang, hãy mở đát bọt chỉ huy trong tháng này",hà giang,tháng,hgg,/pages/screen/6595,đát bọt chỉ huy,dashboard
200,hôm nay tôi đã mở biểu đồ cơ cấu để kiểm tra tình hình chỉ huy tại hà giang,hà giang,ngày,hgg,/pages/screen/6399,biểu đồ cơ cấu,biểu đồ
201,"ngày mai, chúng ta hãy mở lại db để xem thông tin mới nhất về hà giang",hà giang,ngày,hgg,/pages/screen/6399,db,dashboard
202,dashboard chỉ huy hà giang cung cấp thông tin chính xác và chi tiết về các hoạt động ngày,hà giang,ngày,hgg,/pages/screen/6399,dashboard chỉ huy,dashboard
203,"trong chuyến đi đến hà giang, tôi sẽ mở biểu đồ cảnh báo 2 để kiểm tra lại thông tin cần thiết",hà giang,ngày,hgg,/pages/screen/6399,biểu đồ cảnh báo 2,biểu đồ
204,biểu đồ cột là công cụ hữu ích để theo dõi các chỉ số và số liệu về hà giang mỗi ngày,hà giang,ngày,hgg,/pages/screen/6399,biểu đồ cột,biểu đồ
205,tôi muốn mở biểu đồ để xem chỉ huy hải phòng trong tháng này,hải phòng,tháng,hpg,/pages/screen/6580,biểu đồ,khác
206,cần mở để kiểm tra tình hình hải phòng trong tháng vừa qua,hải phòng,tháng,hpg,/pages/screen/6580,,khác
207,bạn đã mở dashboard chỉ huy để xem chỉ huy hải phòng trong tháng chưa,hải phòng,tháng,hpg,/pages/screen/6580,dashboard chỉ huy,dashboard
208,công ty xử lý dữ liệu đã mở để phân tích tình hình hải phòng trong tháng trước,hải phòng,tháng,hpg,/pages/screen/6580,,khác
209,db cho phép mở ra thông tin chi tiết về chỉ huy hải phòng trong tháng hiện tại,hải phòng,tháng,hpg,/pages/screen/6580,db,dashboard
210,"hôm nay, tôi đã mở đát bót chỉ huy để theo dõi số liệu kinh doanh của công ty vào ngày hôm trước",kiên giang,ngày,kgg,/pages/screen/6456,đát bót chỉ huy,dashboard
211,chị hoa sử dụng để quản lý công việc hàng ngày của mình tại kiên giang,kiên giang,ngày,kgg,/pages/screen/6456,,khác
212,"để làm việc hiệu quả, tôi tạo ra một bản dashboard chỉ huy độc đáo cho dự án ở kiên giang",kiên giang,ngày,kgg,/pages/screen/6456,dashboard chỉ huy,dashboard
213,"trong buổi họp sáng nay, giám đốc đã chia sẻ thông tin mới nhất từ dashboard chỉ huy của kiên giang",kiên giang,ngày,kgg,/pages/screen/6456,dashboard chỉ huy,dashboard
214,biểu đồ đường được thiết kế đơn giản nhưng rất hữu ích để kiểm tra tiến độ các công việc trong ngày tại kiên giang,kiên giang,ngày,kgg,/pages/screen/6456,biểu đồ đường,biểu đồ
215,hãy mở dashboard chỉ huy kiên giang trong tháng này,kiên giang,tháng,kgg,/pages/screen/6575,dashboard chỉ huy,dashboard
216,hãy mở định kỳ cho chỉ huy kiên giang vào cuối mỗi tháng,kiên giang,tháng,kgg,/pages/screen/6575,,khác
217,ngày mai hãy mở biểu đồ cảnh báo 2 kiên giang để theo dõi các hoạt động trong tháng trước,kiên giang,tháng,kgg,/pages/screen/6575,biểu đồ cảnh báo 2,biểu đồ
218,tôi cần mở đát bọt chỉ huy kiên giang để xem báo cáo thống kê trong tháng qua,kiên giang,tháng,kgg,/pages/screen/6575,đát bọt chỉ huy,dashboard
219,"để tổng kết công việc trong tháng, hãy mở kiên giang để xem tình hình",kiên giang,tháng,kgg,/pages/screen/6575,,khác
220,hôm nay hãy mở biểu đồ thị phần để xem thông tin về lâm đồng,lâm đồng,ngày,ldg,/pages/screen/6377,biểu đồ thị phần,biểu đồ
221,mở ngay để cập nhật thông tin về lâm đồng trong ngày,lâm đồng,ngày,ldg,/pages/screen/6377,,khác
222,hãy mở dashboard chỉ huy và khám phá thông tin về lâm đồng trong ngày hôm nay,lâm đồng,ngày,ldg,/pages/screen/6377,dashboard chỉ huy,dashboard
223,đừng quên mở đát bót để cập nhật thông tin về lâm đồng trong ngày,lâm đồng,ngày,ldg,/pages/screen/6377,đát bót,dashboard
224,sẵn sàng mở biểu đồ và khám phá những điều thú vị về lâm đồng trong ngày hôm nay,lâm đồng,ngày,ldg,/pages/screen/6377,biểu đồ,khác
225,"tháng này, chúng ta cần mở để kiểm soát tình hình lâm đồng",lâm đồng,tháng,ldg,/pages/screen/6555,,khác
226,các chỉ huy lâm đồng họp vào đầu tháng để cùng mở biểu đồ kết hợp đường và cột và đưa ra phương án phát triển,lâm đồng,tháng,ldg,/pages/screen/6555,biểu đồ kết hợp đường và cột,biểu đồ
227,"trong tháng tới, công ty sẽ mở để theo dõi hiệu suất kinh doanh của chi nhánh ở lâm đồng",lâm đồng,tháng,ldg,/pages/screen/6555,,khác
228,chúng ta cần xem lại mỗi tháng để đảm bảo rằng công việc tại lâm đồng diễn ra suôn sẻ,lâm đồng,tháng,ldg,/pages/screen/6555,,khác
229,trưởng phòng đã mở biểu đồ rank cho các nhân viên cập nhật công việc trong tháng tại lâm đồng,lâm đồng,tháng,ldg,/pages/screen/6555,biểu đồ rank,biểu đồ
230,"trong tháng này, tôi sẽ mở để theo dõi công việc tại lạng sơn",lạng sơn,tháng,lsn,/pages/screen/6547,,khác
231,biểu đồ cột giúp tôi quản lý hiệu quả công việc trong suốt tháng tại lạng sơn,lạng sơn,tháng,lsn,/pages/screen/6547,biểu đồ cột,biểu đồ
232,"tháng này, tôi sẽ cập nhật dữ liệu mới lên biểu đồ cơ cấu về lạng sơn",lạng sơn,tháng,lsn,/pages/screen/6547,biểu đồ cơ cấu,biểu đồ
233,mở giúp tôi xem tổng quan tình hình tại lạng sơn trong tháng này,lạng sơn,tháng,lsn,/pages/screen/6547,,khác
234,biểu đồ cảnh báo 2 giúp tôi theo dõi tiến độ dự án ở lạng sơn trong suốt tháng,lạng sơn,tháng,lsn,/pages/screen/6547,biểu đồ cảnh báo 2,biểu đồ
235,ngày hôm nay tôi đã mở dashboard và kiểm tra tình hình tại lạng sơn,lạng sơn,ngày,lsn,/pages/screen/6348,dashboard,dashboard
236,"mỗi ngày, tôi lại mở để xem thông tin về lạng sơn",lạng sơn,ngày,lsn,/pages/screen/6348,,khác
237,đát bót cho phép tôi cập nhật thông tin về lạng sơn mỗi ngày,lạng sơn,ngày,lsn,/pages/screen/6348,đát bót,dashboard
238,lạng sơn là một trong những địa điểm được tôi quan tâm trên biểu đồ thị phần hàng ngày,lạng sơn,ngày,lsn,/pages/screen/6348,biểu đồ thị phần,biểu đồ
239,tôi đã mở đát bọt để theo dõi thông tin mới nhất về lạng sơn vào ngày hôm qua,lạng sơn,ngày,lsn,/pages/screen/6348,đát bọt,dashboard
240,mở biểu đồ đường để kiểm tra tình hình chỉ huy nam định ngày hôm nay,nam định,ngày,ndh,/pages/screen/6343,biểu đồ đường,biểu đồ
241,"hôm nay, hãy mở đát bót chỉ huy để xem báo cáo về nam định",nam định,ngày,ndh,/pages/screen/6343,đát bót chỉ huy,dashboard
242,đừng quên mở nam định để cập nhật thông tin trong ngày,nam định,ngày,ndh,/pages/screen/6343,,khác
243,sao không mở biểu đồ cảnh báo 2 để kiểm tra thông tin chỉ huy nam định ngày hôm nay,nam định,ngày,ndh,/pages/screen/6343,biểu đồ cảnh báo 2,biểu đồ
244,bạn có thể mở dashboard để xem tình hình nam định ngày hôm nay được không,nam định,ngày,ndh,/pages/screen/6343,dashboard,dashboard
245,hãy mở db chỉ huy để kiểm tra tăng trưởng kinh doanh ở nam định trong tháng này,nam định,tháng,ndh,/pages/screen/6543,db chỉ huy,dashboard
246,mở biểu đồ của nam định để xem báo cáo doanh thu trong tháng trước,nam định,tháng,ndh,/pages/screen/6543,biểu đồ,khác
247,xin hãy mở dashboard chỉ huy để cập nhật tình hình công việc ở nam định trong tháng này,nam định,tháng,ndh,/pages/screen/6543,dashboard chỉ huy,dashboard
248,hãy mở biểu đồ cột để theo dõi chỉ số sản xuất tại nhà máy nam định trong tháng,nam định,tháng,ndh,/pages/screen/6543,biểu đồ cột,biểu đồ
249,yêu cầu mở nam định để xem tiến độ dự án trong tháng này,nam định,tháng,ndh,/pages/screen/6543,,khác
250,tôi mở biểu đồ rank để kiểm tra tiến độ công việc trong tháng,sơn la,tháng,sla,/pages/screen/6535,biểu đồ rank,biểu đồ
251,"trong tháng này, tôi đã mở rất nhiều để phân tích dữ liệu của sơn la",sơn la,tháng,sla,/pages/screen/6535,,khác
252,việc mở biểu đồ cột giúp tôi hiểu rõ hơn về tình hình sơn la trong tháng vừa qua,sơn la,tháng,sla,/pages/screen/6535,biểu đồ cột,biểu đồ
253,hãy mở để xem các chỉ số kinh doanh của chúng ta trong tháng này,sơn la,tháng,sla,/pages/screen/6535,,khác
254,"trong tháng qua, tôi đã cập nhật thông tin mới nhất lên sơn la",sơn la,tháng,sla,/pages/screen/6535,,khác
255,ngày hôm nay tôi đã mở để kiểm tra tình hình sơn la,sơn la,ngày,sla,/pages/screen/6318,,khác
256,tôi nhớ rõ vào ngày hôm qua tôi đã mở dashboard liên quan đến sơn la,sơn la,ngày,sla,/pages/screen/6318,dashboard,dashboard
257,sơn la là địa điểm đáng tiếc nếu bạn chưa từng mở biểu đồ rank để tìm hiểu về nó,sơn la,ngày,sla,/pages/screen/6318,biểu đồ rank,biểu đồ
258,biểu đồ cơ cấu hiện tại cho thấy ngày mai sẽ có một sự kiện quan trọng tại sơn la,sơn la,ngày,sla,/pages/screen/6318,biểu đồ cơ cấu,biểu đồ
259,quan trọng là phải mở biểu đồ kết hợp đường và cột hàng ngày để xem thông tin mới nhất về sơn la,sơn la,ngày,sla,/pages/screen/6318,biểu đồ kết hợp đường và cột,biểu đồ
260,hãy mở để kiểm tra tiến độ công việc trong ngày,td,ngày,td,/pages/screen/2354,,khác
261,"hôm nay, đầu tiên hãy mở trang đát bọt để xem báo cáo hàng ngày",td,ngày,td,/pages/screen/2354,đát bọt,dashboard
262,đừng quên mở đát bót để cập nhật tình hình ngày hôm nay,td,ngày,td,/pages/screen/2354,đát bót,dashboard
263,hãy mở trên td để truy cập vào ngày của chúng ta,td,ngày,td,/pages/screen/2354,,khác
264,"trước khi bắt đầu công việc, hãy mở db để lấy thông tin cần thiết",td,ngày,td,/pages/screen/2354,db,dashboard
265,mở biểu đồ đường để xem báo cáo hoạt động của metfone trong tháng,metfone,tháng,vtc,/pages/screen/2701,biểu đồ đường,biểu đồ
266,hãy mở dashboard chỉ huy của metfone để xem các chỉ số hoạt động trong tháng này,metfone,tháng,vtc,/pages/screen/2701,dashboard chỉ huy,dashboard
267,mở dashboard chỉ huy metfone để kiểm tra tình hình kinh doanh trong tháng vừa qua,metfone,tháng,vtc,/pages/screen/2701,dashboard chỉ huy,dashboard
268,xin vui lòng mở db chỉ huy của metfone để tiếp tục xem thông tin chi tiết về doanh số bán hàng trong tháng,metfone,tháng,vtc,/pages/screen/2701,db chỉ huy,dashboard
269,vui lòng mở db chỉ huy để truy cập vào các dữ liệu liên quan đến metfone trong tháng hiện tại,metfone,tháng,vtc,/pages/screen/2701,db chỉ huy,dashboard
270,tôi vừa mở để kiểm tra ctm trong tháng,ctm,tháng,ctm,/pages/screen/9682,,khác
271,cách mở biểu đồ thị phần trên ctm tháng này khá đơn giản,ctm,tháng,ctm,/pages/screen/9682,biểu đồ thị phần,biểu đồ
272,bạn có thể mở biểu đồ cơ cấu ctm để xem thông tin của tháng trước,ctm,tháng,ctm,/pages/screen/9682,biểu đồ cơ cấu,biểu đồ
273,việc mở ctm tháng không quá khó khăn,ctm,tháng,ctm,/pages/screen/9682,,khác
274,anh ấy vừa mở lên ctm tháng và lắp đặt một số chỉ số mới,ctm,tháng,ctm,/pages/screen/9682,,khác
275,metfone đã mở dashboard chỉ huy ngày hôm nay,metfone,ngày,vtc,/pages/screen/2690,dashboard chỉ huy,dashboard
276,"ngày hôm nay, tôi mở biểu đồ kết hợp đường và cột của metfone",metfone,ngày,vtc,/pages/screen/2690,biểu đồ kết hợp đường và cột,biểu đồ
277,metfone sử dụng đát bót chỉ huy để quản lý công việc hàng ngày,metfone,ngày,vtc,/pages/screen/2690,đát bót chỉ huy,dashboard
278,tôi đã mở dashboard chỉ huy của metfone vào ngày hôm qua,metfone,ngày,vtc,/pages/screen/2690,dashboard chỉ huy,dashboard
279,biểu đồ cơ cấu của metfone giúp tôi nắm bắt tình hình công việc mỗi ngày,metfone,ngày,vtc,/pages/screen/2690,biểu đồ cơ cấu,biểu đồ
280,mở ngày hôm nay để kiểm tra thông tin,natcom,ngày,nat,/pages/screen/2919,,khác
281,natcom yêu cầu mở biểu đồ kết hợp đường và cột ngày để xem báo cáo,natcom,ngày,nat,/pages/screen/2919,biểu đồ kết hợp đường và cột,biểu đồ
282,đảm bảo mở ngày trước khi thực hiện bất kỳ hành động nào,natcom,ngày,nat,/pages/screen/2919,,khác
283,natcom đã mở đát bót chỉ huy ngày nhanh chóng để cập nhật dữ liệu mới nhất,natcom,ngày,nat,/pages/screen/2919,đát bót chỉ huy,dashboard
284,truy cập vào dashboard chỉ huy ngày để xem thông tin chi tiết từ natcom,natcom,ngày,nat,/pages/screen/2919,dashboard chỉ huy,dashboard
